年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別
2021,3,26,10,48,臺中市,西區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,12,,6,6,1,22,9,C03,120.658065,24.156358,2
2021,3,26,10,49,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,26,,,,,B03,,,1,,1,,,26,26,1,4,,B03,120.606694,24.161624,3
2021,3,26,10,52,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,43,,1,21,,B03,120.663669,24.158934,3
2021,3,26,11,10,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,12,,1,21,,B03,120.726206,24.176225,3
2021,3,26,11,15,臺中市,西區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,3,10,1,1,B03,7,9,1,8,2,7,,6,6,1,21,8,B03,120.663051,24.148552,2
2021,3,26,11,15,臺中市,北屯區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,9,5,4,2,16,6,3,10,1,1,B03,7,6,1,8,2,5,,6,6,1,21,8,B03,120.695606,24.172185,2
2021,3,26,11,19,臺中市,西屯區,0,2,0,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,11,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,22,8,C03,120.650424,24.202705,2
2021,3,26,11,25,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B12,,,1,,2,,,23,23,1,21,,B12,120.664875,24.131202,3
2021,3,26,11,28,臺中市,烏日區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,8,3,10,1,1,B03,7,5,1,8,2,2,,8,8,1,21,1,B03,120.624611,24.106116,2
2021,3,26,11,34,臺中市,西屯區,0,0,0,8,,,60,,,,,,,,,,,,,,,,,,,,B02,,,1,,1,,,42,,1,22,,B02,120.613918,24.183593,3
2021,3,26,11,50,臺中市,東區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,40,,1,5,,B03,120.68,24.131,3
2021,3,26,11,53,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,6,3,10,1,1,B03,7,6,1,8,2,6,,6,6,1,21,8,B03,120.655008,24.176043,2
2021,3,26,12,0,臺中市,大甲區,0,0,0,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,42,,1,4,,B03,120.654013,24.372665,3
2021,3,26,12,5,臺中市,大肚區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,22,,B03,120.582826,24.180238,3
2021,3,26,12,11,臺中市,沙鹿區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,26,3,10,1,1,B03,7,6,1,8,2,5,,26,26,1,21,8,B03,120.56701,24.203785,2
2021,3,26,12,15,臺中市,霧峰區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,21,,B12,120.661875,24.070145,3
2021,3,26,12,30,臺中市,南屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,13,23,2,9,1,4,C03,7,9,1,10,2,11,,23,23,1,22,8,C03,120.654722,24.136388,2
2021,3,26,12,32,臺中市,北區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,,,B03,120.685395,24.152786,3
2021,3,26,12,36,臺中市,烏日區,0,1,0,8,1,5,40,3,1,1,5,4,5,7,1,1,10,5,5,2,16,25,2,8,1,1,C03,7,5,1,10,2,11,,25,25,1,5,8,C03,120.626078,24.108784,2
2021,3,26,12,48,臺中市,潭子區,0,1,0,8,1,5,60,3,18,1,5,4,5,7,1,1,10,5,5,2,3,23,3,10,1,1,B03,7,6,1,7,2,6,,23,23,1,22,8,B03,120.702502,24.196908,2
2021,3,26,12,51,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,,,,7,,11,,,67,,1,,,,120.691141,24.074005,3
2021,3,26,13,0,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,9,3,10,1,1,B12,7,6,1,8,2,2,,9,9,1,21,8,B12,120.635923,24.181913,2
2021,3,26,13,13,臺中市,南區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,19,,1,,,C03,120.649894,24.115522,3
2021,3,26,13,15,臺中市,潭子區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,8,,10,,,44,,,22,,B03,120.67743,24.205177,4
2021,3,26,13,16,臺中市,大雅區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,5,5,5,1,15,6,2,9,1,1,C03,7,9,1,10,2,11,,6,6,1,21,8,C03,120.666828,24.237868,2
2021,3,26,13,19,臺中市,梧棲區,0,1,0,8,1,5,60,14,7,1,5,4,5,7,1,1,3,4,5,1,13,23,2,4,1,1,B12,7,9,1,8,2,1,,23,23,1,22,9,B12,120.537374,24.253093,2
2021,3,26,13,28,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B02,,,1,,1,,,12,,1,5,,B02,120.658449,24.156817,3
2021,3,26,13,30,臺中市,潭子區,0,1,0,8,1,5,30,14,9,1,5,4,5,7,4,4,5,5,5,2,16,19,3,10,1,1,B03,7,1,1,8,2,1,,19,19,1,22,8,B03,120.699498,24.211202,2
2021,3,26,13,30,臺中市,南屯區,0,0,0,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.62338,24.152346,3
2021,3,26,13,30,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,23,,1,4,,B12,120.635293,24.176048,3
2021,3,26,13,37,臺中市,沙鹿區,0,1,0,8,1,5,60,3,7,1,5,4,5,7,4,4,1,4,4,2,16,7,2,9,1,1,B03,7,7,1,8,2,5,,7,7,1,21,8,B03,120.588053,24.250132,2
2021,3,26,13,51,臺中市,西區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,5,,6,6,1,21,8,B03,120.665271,24.149036,2
2021,3,26,14,0,臺中市,清水區,0,2,0,8,1,8,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,C03,7,5,1,10,2,12,,6,6,1,5,1,C03,120.566254,24.291501,2
2021,3,26,14,8,臺中市,東區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,6,,1,5,,B03,120.69,24.14,3
2021,3,26,14,8,臺中市,西屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,4,5,2,17,26,2,9,3,4,C03,7,5,1,10,2,12,,26,26,1,22,8,C03,120.647688,24.174598,2
2021,3,26,14,10,臺中市,大里區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,,,,8,,10,,,67,,1,,,,120.696151,24.079498,3
2021,3,26,14,21,臺中市,南屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,5,5,2,13,16,2,9,1,4,C03,7,9,1,10,2,11,,16,16,1,22,8,C03,120.644227,24.140496,2
2021,3,26,14,27,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,18,42,2,9,3,4,C03,7,9,1,9,2,15,,42,42,1,21,8,C03,120.691768,24.18402,2
2021,3,26,14,35,臺中市,太平區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,20,,B03,120.731529,24.111537,3
2021,3,26,14,41,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,21,,B03,120.659613,24.186101,3
2021,3,26,14,44,臺中市,南屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,26,2,7,1,1,C03,7,5,1,10,2,12,14,26,26,1,21,8,C03,120.649764,24.153608,2
2021,3,26,14,45,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,7,,1,22,,B03,120.632334,24.145299,3
2021,3,26,14,45,臺中市,西屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,17,43,2,9,1,1,C03,7,9,1,10,2,15,,43,43,1,21,8,C03,120.622238,24.180436,2
2021,3,26,14,46,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,12,7,2,9,3,4,C03,7,10,1,10,2,14,,7,7,1,21,8,C03,120.6875,24.16832,2
2021,3,26,14,46,臺中市,龍井區,0,3,0,8,1,5,50,4,1,1,5,4,5,7,1,1,9,4,5,2,15,25,2,9,1,1,C03,7,9,1,10,2,12,,25,25,1,22,8,C03,120.574276,24.181276,2
2021,3,26,14,50,臺中市,沙鹿區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,C03,7,5,1,10,2,13,,6,6,1,5,8,C03,120.577254,24.214673,2
2021,3,26,15,10,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,26,,1,5,,B03,120.671485,24.178396,3
2021,3,26,15,16,臺中市,大里區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,11,2,9,1,1,C03,7,11,1,10,2,14,,11,11,1,12,5,C03,120.6995,24.10573,2
2021,3,26,15,21,臺中市,大肚區,0,0,0,8,,,70,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,,,7,7,1,,,B03,120.553716,24.134354,3
2021,3,26,15,25,臺中市,霧峰區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,9,5,5,1,16,8,3,10,1,1,C03,7,5,1,10,2,14,,8,8,1,22,8,C03,120.684905,24.065711,2
2021,3,26,15,29,臺中市,南屯區,0,2,0,8,1,5,50,5,9,1,5,4,5,7,1,1,5,5,5,2,17,19,2,9,1,1,C03,7,1,1,10,2,12,,19,19,1,18,8,C03,120.64691,24.14259,2
2021,3,26,15,30,臺中市,龍井區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,23,,1,7,,B12,120.545497,24.186267,3
2021,3,26,15,34,臺中市,南屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,23,,1,18,,C03,120.638407,24.118666,3
2021,3,26,15,38,臺中市,北區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,2,1,5,4,5,2,17,26,2,9,1,1,C03,7,5,1,10,2,12,,26,26,1,22,9,C03,120.681251,24.156931,2
2021,3,26,15,40,臺中市,西區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,2,1,10,5,5,2,16,27,3,10,1,1,B12,7,6,1,8,2,2,,27,27,1,5,8,B12,120.674315,24.137257,2
2021,3,26,15,41,臺中市,太平區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,9,3,10,1,1,B03,7,6,1,8,2,5,,9,9,1,5,5,B03,120.722378,24.112677,2
2021,3,26,15,43,臺中市,西屯區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,5,3,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,,16,16,1,22,8,C03,120.639798,24.20244,2
2021,3,26,15,45,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,1,22,,B03,120.640238,24.141498,3
2021,3,26,15,47,臺中市,南區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.671668,24.127611,3
2021,3,26,15,48,臺中市,石岡區,0,0,0,8,,,70,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,23,,1,9,,B12,120.76464,24.276988,3
2021,3,26,15,57,臺中市,大甲區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,26,,1,4,,B03,120.617156,24.352063,3
2021,3,26,15,58,臺中市,南屯區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,4,2,13,23,2,9,1,4,C03,7,9,1,10,2,11,,23,23,1,22,8,C03,120.600186,24.154363,2
2021,3,26,16,9,臺中市,西區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,2,1,10,5,5,2,13,23,3,10,1,1,B01,7,9,1,4,2,5,,23,23,1,2,9,B01,120.66851,24.132098,2
2021,3,26,16,10,臺中市,北屯區,0,1,0,8,1,5,7,4,1,1,5,4,5,7,1,1,10,5,5,2,16,25,3,10,1,1,B03,7,5,1,8,2,1,,25,25,1,21,8,B03,120.691841,24.171588,2
2021,3,26,16,11,臺中市,西屯區,0,0,0,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,1,21,,B03,120.639334,24.169076,3
2021,3,26,16,13,臺中市,北區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,21,,B03,120.681351,24.162289,3
2021,3,26,16,20,臺中市,沙鹿區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,1,1,1,4,3,1,13,23,3,10,1,1,B03,7,9,1,8,2,1,,23,23,1,5,8,B03,120.567399,24.203548,2
2021,3,26,16,22,臺中市,北區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,4,2,17,7,3,10,1,1,B03,7,8,1,8,2,6,,7,7,1,20,8,B03,120.681604,24.162952,2
2021,3,26,16,23,臺中市,豐原區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,5,5,5,2,16,6,3,10,1,1,C03,7,5,1,10,2,11,,6,6,1,22,9,C03,120.734952,24.255577,2
2021,3,26,16,27,臺中市,大里區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,1,15,6,3,10,3,4,B12,7,9,1,8,2,5,,6,6,1,21,8,B12,120.713625,24.084459,2
2021,3,26,16,27,臺中市,太平區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,9,,B12,120.712924,24.14304,3
2021,3,26,16,29,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,A12,,,1,,3,,,23,,1,4,,A12,120.657841,24.137388,3
2021,3,26,16,30,臺中市,太平區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,20,,B12,120.711817,24.11569,3
2021,3,26,16,33,臺中市,太平區,0,0,0,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,11,,,,,,B12,,,1,,2,,,17,,1,4,,B12,120.730676,24.106207,3
2021,3,26,16,39,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,42,,1,5,,B03,120.657258,24.150862,3
2021,3,26,16,40,臺中市,南屯區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,4,2,16,19,3,10,3,4,B03,7,1,1,8,2,8,,19,19,1,22,8,B03,120.611393,24.134463,2
2021,3,26,16,50,臺中市,南屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,17,,1,21,,B03,120.643215,24.15112,3
2021,3,26,16,53,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.637582,24.153685,3
2021,3,26,16,56,臺中市,南屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,1,,1,,,7,,1,22,,B12,120.623556,24.144365,3
2021,3,26,16,56,臺中市,南屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,6,,6,6,1,5,8,B03,120.64627,24.1347,2
2021,3,26,16,58,臺中市,大安區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,3,,2,,,6,,1,4,,B12,120.5927,24.370011,3
2021,3,26,17,0,臺中市,東區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,11,,,43,,2,22,,B03,120.690184,24.134448,3
2021,3,26,17,4,臺中市,梧棲區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,9,5,5,1,17,23,3,10,1,1,C03,7,5,1,10,2,11,,23,23,1,4,8,C03,120.530785,24.253436,2
2021,3,26,17,8,臺中市,西區,0,1,0,8,1,5,50,4,19,1,5,4,5,7,2,1,10,5,5,2,1,23,3,10,1,1,B03,7,5,1,8,2,8,,23,23,1,4,8,B03,120.667207,24.132178,2
2021,3,26,17,13,臺中市,北區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,5,5,2,14,12,3,10,1,1,C03,7,2,4,8,2,13,,12,12,1,21,8,C03,120.679639,24.157638,2
2021,3,26,17,15,臺中市,烏日區,0,2,0,8,3,5,40,14,11,1,5,4,5,7,4,4,3,3,3,2,2,23,2,9,1,1,C03,7,9,1,10,2,14,,23,23,1,21,8,C03,120.615978,24.108861,2
2021,3,26,17,17,臺中市,梧棲區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,A31,,,1,,2,,,17,,1,10,,A31,120.525675,24.224659,3
2021,3,26,17,23,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,23,,1,10,,B12,120.717203,24.094405,3
2021,3,26,17,24,臺中市,太平區,0,1,0,8,2,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,3,4,B03,7,5,1,8,2,5,,6,6,1,9,8,B03,120.71702,24.110926,2
2021,3,26,17,25,臺中市,太平區,0,2,0,8,1,5,30,3,1,1,5,4,5,7,4,4,5,5,5,1,16,6,2,9,1,1,C03,7,9,1,10,2,12,,6,6,1,4,8,C03,120.70858,24.127983,2
2021,3,26,17,27,臺中市,南區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,12,23,2,7,1,1,C03,7,15,1,10,11,11,,23,23,1,22,8,C03,120.669826,24.113058,2
2021,3,26,17,28,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,8,1,,,7,7,1,21,,B03,120.712462,24.172706,3
2021,3,26,17,29,臺中市,太平區,0,1,0,8,1,5,50,8,9,1,5,4,5,7,4,4,10,5,4,2,13,16,2,7,1,1,C03,7,9,1,10,2,11,,16,16,1,9,1,C03,120.715653,24.135886,2
2021,3,26,17,35,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,16,,1,9,,C03,120.733464,24.153826,4
2021,3,26,17,37,臺中市,西屯區,0,1,0,8,2,5,80,14,9,1,5,4,5,7,4,4,2,5,5,1,12,7,2,9,3,4,C01,7,7,1,9,2,14,,7,7,1,22,8,C01,120.625956,24.157946,2
2021,3,26,17,37,臺中市,西屯區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,5,5,5,2,17,23,2,9,1,1,C03,7,9,1,10,2,14,,23,23,1,22,8,C03,120.631072,24.183078,2
2021,3,26,17,40,臺中市,西屯區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,9,4,4,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,12,8,C03,120.607992,24.167527,2
2021,3,26,17,43,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,22,,B03,120.670147,24.114473,3
2021,3,26,17,43,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,11,,,23,,1,4,,B03,120.656939,24.163356,3
2021,3,26,17,46,臺中市,梧棲區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,18,,1,4,,B03,120.532581,24.25951,3
2021,3,26,17,47,臺中市,大甲區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,11,,6,6,1,4,8,C03,120.617928,24.351513,2
2021,3,26,17,50,臺中市,西屯區,0,0,0,8,,,80,,,,,,,,,,,,,,,16,,,,,B12,,,1,,2,,,16,16,1,22,,B12,120.632156,24.169911,3
2021,3,26,17,52,臺中市,大肚區,0,1,0,8,1,5,50,12,9,1,5,4,5,7,4,4,10,5,5,2,11,6,3,10,3,4,B03,7,5,1,8,2,8,,6,6,1,22,9,B03,120.582284,24.172114,2
2021,3,26,17,56,臺中市,北屯區,0,1,0,8,3,5,50,5,1,1,5,4,5,7,2,1,10,5,5,2,16,4,2,8,1,1,C03,7,9,1,10,2,12,,4,4,1,5,8,C03,120.696396,24.179898,2
2021,3,26,17,57,臺中市,大雅區,0,3,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,17,6,2,8,1,1,C03,7,5,6,18,2,12,,6,6,1,21,8,C03,120.652155,24.227437,2
2021,3,26,17,59,臺中市,西區,0,1,0,8,2,5,40,14,8,1,5,4,5,7,4,4,5,4,4,2,17,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,8,9,C03,120.675018,24.133935,2
2021,3,26,17,59,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,8,,,,,C03,,,1,,1,,,8,8,1,,,C03,120.722523,24.175545,3
2021,3,26,18,3,臺中市,太平區,0,1,0,8,2,5,50,4,2,1,5,4,5,7,2,1,4,2,5,1,13,23,3,10,1,1,B03,7,9,1,8,2,5,,23,23,1,14,8,B03,120.732668,24.134733,2
2021,3,26,18,4,臺中市,南屯區,0,2,0,8,2,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,8,2,9,3,4,C03,7,5,1,10,2,14,,8,8,1,22,8,C03,120.646903,24.155547,2
2021,3,26,18,4,臺中市,太平區,0,0,0,8,3,5,50,4,2,1,5,4,5,7,1,1,9,5,4,1,13,,,,,,B03,,,1,,2,,,16,,1,4,,B03,120.715478,24.149091,3
