年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別
2021,3,10,11,4,臺中市,霧峰區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,12,7,3,10,3,4,B12,7,8,1,10,2,6,,7,7,1,21,8,B12,120.714477,24.075439,2
2021,3,10,11,23,臺中市,大肚區,0,0,0,,,,,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,,,B03,120.54706,24.153779,3
2021,3,10,11,24,臺中市,南屯區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,5,5,4,2,12,7,3,10,3,4,B11,7,8,1,7,2,2,,7,7,1,21,8,B11,120.612157,24.138467,2
2021,3,10,11,25,臺中市,大里區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,25,2,9,1,1,C03,7,5,6,18,2,11,,25,25,1,20,5,C03,120.708611,24.086218,2
2021,3,10,11,35,臺中市,北屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B12,7,6,1,8,2,6,,6,6,1,22,8,B12,120.693598,24.16555,2
2021,3,10,11,36,臺中市,西區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,8,2,9,1,1,C03,7,5,1,10,2,11,,8,8,1,5,9,C03,120.674184,24.149727,2
2021,3,10,11,38,臺中市,太平區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,120.737931,24.131391,3
2021,3,10,11,44,臺中市,豐原區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,3,1,5,5,5,2,16,6,3,10,1,1,C03,7,6,1,10,2,11,,6,6,1,22,9,C03,120.724196,24.2508,2
2021,3,10,11,50,臺中市,東勢區,0,0,0,8,1,5,50,3,1,1,5,4,5,7,3,1,5,4,5,1,16,6,3,10,1,1,B03,7,6,1,8,2,8,,6,6,1,22,5,B03,120.82531,24.263431,3
2021,3,10,11,59,臺中市,大甲區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,2,,6,6,1,22,9,B03,120.625144,24.340238,2
2021,3,10,12,7,臺中市,烏日區,0,2,0,8,1,5,60,4,1,1,5,4,5,7,1,1,1,4,5,1,16,25,2,9,1,1,C03,7,9,1,10,2,14,12,25,25,1,22,8,C03,120.646655,24.110405,2
2021,3,10,12,9,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,23,,1,21,,C03,120.680786,24.247686,3
2021,3,10,12,10,臺中市,東區,0,3,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,7,1,1,C03,7,9,1,10,2,11,,6,6,1,22,8,C03,120.69167,24.132805,2
2021,3,10,12,11,臺中市,大肚區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,A11,,,1,,2,,,12,,1,4,,A11,120.5824,24.12051,3
2021,3,10,12,12,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,19,,,12,,B03,120.693972,24.247419,3
2021,3,10,12,22,臺中市,西屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,16,26,3,10,3,4,B03,7,11,1,8,2,4,,26,26,1,21,8,B03,120.641717,24.169925,2
2021,3,10,12,30,臺中市,大肚區,0,1,0,8,1,5,50,3,4,1,5,4,5,7,1,1,10,5,5,2,12,23,3,10,1,1,B03,7,9,1,8,2,8,,23,23,1,2,8,B03,120.565495,24.123169,2
2021,3,10,12,30,臺中市,大肚區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,3,10,1,1,B03,7,9,1,8,2,7,,6,6,1,2,8,B03,120.539563,24.158754,2
2021,3,10,12,30,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,B03,,,1,,2,,,42,42,,12,,B03,120.69992,24.263839,3
2021,3,10,12,36,臺中市,北區,0,0,0,8,1,5,50,4,9,1,5,4,5,7,2,1,8,3,5,2,12,,,,,,B03,,,1,,1,,,16,,1,22,,B03,120.681512,24.155823,3
2021,3,10,12,37,臺中市,梧棲區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B12,,,1,,10,,,40,,1,21,,B12,120.53049,24.255319,3
2021,3,10,12,38,臺中市,烏日區,0,1,0,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,10,5,3,10,1,1,A11,7,9,1,1,1,8,,5,5,1,21,8,A11,120.625835,24.107965,2
2021,3,10,12,39,臺中市,北區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,2,1,10,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,2,,6,6,1,22,8,B03,120.676435,24.158373,2
2021,3,10,12,47,臺中市,梧棲區,0,0,0,8,1,5,50,14,1,1,5,4,5,7,,4,8,5,5,1,15,6,3,10,1,1,C03,7,9,1,10,6,11,,6,6,1,21,8,C03,120.543633,24.261683,3
2021,3,10,12,48,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,23,,1,22,,C03,120.645542,24.172453,4
2021,3,10,12,58,臺中市,西屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,13,23,2,1,1,1,C03,7,9,1,10,2,11,,23,23,1,22,8,C03,120.616896,24.183692,2
2021,3,10,13,2,臺中市,大里區,0,0,0,6,,,50,,,,,,,,,,,,,,,,,,,,A04,,,1,,2,,,17,,1,,,A04,120.688392,24.106465,3
2021,3,10,13,9,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,16,,1,22,,B03,120.614263,24.183556,3
2021,3,10,13,14,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,11,6,3,10,1,1,B03,7,5,1,8,2,6,,6,6,1,2,8,B03,120.694883,24.154446,2
2021,3,10,13,21,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,26,,1,22,,B03,120.677526,24.151547,3
2021,3,10,13,28,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,1,,,40,,1,10,,B12,120.641976,24.140801,3
2021,3,10,13,31,臺中市,烏日區,0,2,0,8,,,30,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.616741,24.116069,3
2021,3,10,13,34,臺中市,北區,0,0,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,14,,,,,,B12,,,1,,2,,,12,,1,22,,B12,120.695243,24.158487,3
2021,3,10,13,42,臺中市,東區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,4,2,17,43,2,8,1,1,C03,7,9,1,10,2,12,,43,43,1,20,8,C03,120.692187,24.147806,2
2021,3,10,13,43,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B11,7,6,1,8,2,6,,6,6,1,22,8,B11,120.625501,24.183471,2
2021,3,10,13,52,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,23,,1,22,,C03,120.680629,24.157132,3
2021,3,10,13,54,臺中市,潭子區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,3,1,5,5,5,2,16,6,2,9,1,1,C03,7,5,1,10,2,12,,6,6,1,22,9,C03,120.69233,24.220436,2
2021,3,10,13,55,臺中市,太平區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,14,12,3,10,1,1,B03,7,2,1,8,2,6,,12,12,1,21,8,B03,120.712922,24.142872,2
2021,3,10,13,55,臺中市,清水區,0,1,0,8,1,5,70,14,8,1,5,4,5,7,4,4,1,4,4,1,12,7,3,10,1,1,B03,6,8,1,8,2,2,,7,7,1,22,8,B03,120.590366,24.295163,2
2021,3,10,14,0,臺中市,大甲區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,10,3,10,1,1,B03,7,11,1,8,2,8,,10,10,1,20,8,B03,120.619153,24.347336,2
2021,3,10,14,3,臺中市,南屯區,0,2,0,8,1,5,40,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,3,10,3,4,B03,7,9,1,8,1,2,,25,25,1,12,8,B03,120.622195,24.140176,2
2021,3,10,14,6,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,42,,1,22,,B03,120.647662,24.140136,3
2021,3,10,14,13,臺中市,北屯區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,4,2,16,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,21,8,C03,120.657987,24.180369,2
2021,3,10,14,20,臺中市,東區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,16,,1,22,,C03,120.701505,24.137505,3
2021,3,10,14,24,臺中市,大里區,0,0,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,5,4,1,14,,,,,,B03,,,1,,2,,,12,,1,5,,B03,120.678471,24.109455,3
2021,3,10,14,30,臺中市,大里區,0,0,0,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,5,,B03,120.674523,24.103166,3
2021,3,10,14,38,臺中市,后里區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,3,1,10,4,5,1,15,6,3,10,1,1,B03,7,9,1,8,2,1,,6,6,1,21,8,B03,120.707945,24.316591,2
2021,3,10,14,48,臺中市,沙鹿區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,3,4,4,2,16,19,3,10,1,1,B03,7,1,1,8,2,8,,19,19,1,22,9,B03,120.552734,24.216316,2
2021,3,10,15,3,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,23,,1,,,B12,120.684645,24.157704,3
2021,3,10,15,13,臺中市,北區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,1,1,5,4,5,2,13,23,2,7,1,1,C03,7,9,1,10,2,11,,23,23,1,5,8,C03,120.681196,24.157337,2
2021,3,10,15,19,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,12,,1,21,,B03,120.683066,24.142408,3
2021,3,10,15,19,臺中市,北區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,5,2,16,6,2,3,1,1,C03,7,5,1,10,2,12,,6,6,1,22,8,C03,120.683867,24.151876,2
2021,3,10,15,29,臺中市,神岡區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,A11,,,1,,2,,,19,,1,,,A11,120.656435,24.271551,4
2021,3,10,15,33,臺中市,大甲區,0,0,0,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,6,,1,22,,B03,120.639261,24.363286,3
2021,3,10,15,48,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,19,,1,5,,C03,120.673046,24.141547,3
2021,3,10,15,48,臺中市,大里區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,12,6,3,10,1,1,B03,7,6,1,8,2,5,,6,6,1,4,3,B03,120.687721,24.094401,2
2021,3,10,15,48,臺中市,沙鹿區,0,1,0,8,1,5,50,14,7,1,5,4,5,5,4,4,1,4,4,2,17,19,3,10,1,1,B03,7,1,1,8,2,7,,19,19,1,9,8,B03,120.562393,24.245886,2
2021,3,10,15,49,臺中市,北區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,17,1,2,9,1,1,C03,7,9,6,18,2,12,,1,1,1,22,9,C03,120.689974,24.156169,2
2021,3,10,15,50,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,5,4,4,2,16,10,3,10,3,4,B03,7,11,1,8,2,5,,10,10,1,21,8,B03,120.656559,24.166482,2
2021,3,10,15,50,臺中市,大甲區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,3,18,2,12,,6,6,1,22,9,C03,120.622718,24.3467,2
2021,3,10,16,25,臺中市,沙鹿區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,23,2,6,1,1,C03,7,9,1,10,2,11,,6,6,1,21,8,C03,120.573578,24.2243,2
2021,3,10,16,35,臺中市,大安區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,34,,1,22,,B12,120.596919,24.378126,3
2021,3,10,16,38,臺中市,大肚區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,1,17,40,2,7,1,1,B03,7,13,1,8,2,4,,40,40,1,19,8,B03,120.545076,24.151386,2
2021,3,10,16,45,臺中市,霧峰區,0,0,0,8,1,5,40,14,9,1,5,4,5,7,4,4,10,4,5,1,11,,,,,,C03,,,1,,2,,,60,,1,18,,C03,120.675388,24.064659,3
2021,3,10,16,48,臺中市,西區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,3,10,1,1,B03,7,9,1,8,2,5,,6,6,1,21,8,B03,120.659526,24.147625,2
2021,3,10,16,55,臺中市,大肚區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,5,5,4,2,16,9,3,10,1,1,B03,7,6,1,10,2,5,,9,9,1,2,8,B03,120.549659,24.148289,2
2021,3,10,17,2,臺中市,龍井區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,4,4,9,4,5,2,9,42,3,10,1,1,B03,7,6,1,8,2,2,,42,42,1,22,8,B03,120.575335,24.180276,2
2021,3,10,17,4,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,17,6,3,10,1,1,B03,7,5,1,8,2,5,,6,6,1,21,8,B03,120.650431,24.167133,2
2021,3,10,17,6,臺中市,霧峰區,0,1,0,8,1,5,40,3,2,1,5,4,5,7,4,4,5,5,5,1,18,42,2,9,1,1,C03,7,12,3,18,2,12,,42,42,1,21,1,C03,120.701125,24.078866,2
2021,3,10,17,18,臺中市,東勢區,0,2,0,8,1,5,40,3,9,1,5,4,5,7,4,4,4,4,4,1,16,16,2,9,1,1,C03,7,9,1,10,2,11,,16,16,1,22,9,C03,120.827999,24.264857,2
2021,3,10,17,19,臺中市,后里區,0,0,0,8,1,5,60,11,7,1,5,4,5,7,4,4,1,4,4,1,20,23,3,10,1,1,B03,7,9,1,8,2,5,,23,23,1,22,8,B03,120.68038,24.313388,3
2021,3,10,17,20,臺中市,烏日區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,15,6,2,9,1,1,C03,7,1,1,10,2,14,,6,6,1,21,8,C03,120.618751,24.102981,2
2021,3,10,17,24,臺中市,太平區,0,0,0,8,,,80,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,23,,1,4,,B12,120.707221,24.131632,3
2021,3,10,17,24,臺中市,豐原區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,1,,6,6,1,22,8,B03,120.723311,24.24767,2
2021,3,10,17,26,臺中市,北區,0,1,0,8,1,5,50,4,4,1,5,4,5,7,1,1,1,2,5,2,13,16,3,10,1,1,C03,7,12,1,10,2,11,,16,16,1,5,8,C03,120.685303,24.166815,2
2021,3,10,17,32,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,,,B03,120.624408,24.194946,3
2021,3,10,17,34,臺中市,東區,0,0,0,8,1,5,30,3,2,1,5,4,5,7,4,4,10,5,5,2,17,43,,,,,,,,7,,11,,,43,43,1,,,,120.70472,24.144284,3
2021,3,10,17,35,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,,,B03,120.677072,24.163312,3
2021,3,10,17,35,臺中市,西屯區,0,1,0,8,1,5,40,3,1,1,5,4,5,7,4,4,8,4,5,1,9,42,3,10,1,4,A04,7,9,1,6,2,15,,42,42,1,10,8,A04,120.640571,24.176001,2
2021,3,10,17,37,臺中市,太平區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,2,1,5,2,5,2,16,26,2,8,1,1,C03,7,11,1,10,2,11,,26,26,1,5,8,C03,120.710833,24.149722,2
2021,3,10,17,37,臺中市,沙鹿區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,3,23,3,10,1,1,B03,7,5,1,8,2,1,,23,23,1,4,8,B03,120.57322,24.238841,2
2021,3,10,17,48,臺中市,南屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,18,,,22,,B03,120.641674,24.145498,3
2021,3,10,17,49,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,12,12,1,,,B03,120.66549,24.178245,3
2021,3,10,17,50,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,17,,1,,,B03,120.708307,24.159187,3
2021,3,10,17,50,臺中市,梧棲區,0,2,0,8,1,5,50,4,2,1,5,4,5,7,1,1,5,4,4,2,16,23,3,10,1,1,B03,7,6,6,8,2,8,,23,23,1,21,8,B03,120.530051,24.253715,2
2021,3,10,17,55,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,1,,,23,,1,21,,B12,120.650533,24.167178,3
2021,3,10,17,57,臺中市,西區,0,0,0,8,3,5,50,14,9,1,5,4,5,7,4,4,1,5,5,2,13,16,,,,,B02,,,1,,1,,,16,16,1,21,,B02,120.660451,24.157751,3
2021,3,10,18,0,臺中市,西屯區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,9,,,12,,2,22,,B03,120.619655,24.182501,3
2021,3,10,18,1,臺中市,北屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,12,,,,,B03,,,1,,11,,,12,12,2,22,,B03,120.678596,24.175465,3
2021,3,10,18,7,臺中市,南屯區,0,1,0,8,3,5,50,14,8,1,5,4,5,7,4,4,5,4,5,2,9,4,3,10,1,1,C03,7,9,1,10,2,14,,4,4,1,22,9,C03,120.63554,24.149299,2
2021,3,10,18,10,臺中市,神岡區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,5,,1,,,B03,120.698446,24.248933,3
2021,3,10,18,13,臺中市,沙鹿區,,,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,120.597978,24.251453,3
2021,3,10,18,14,臺中市,南屯區,0,2,0,8,2,5,40,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,8,1,1,C03,7,5,1,10,2,11,,6,6,1,18,8,C03,120.612,24.13844,2
2021,3,10,18,16,臺中市,西區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,6,3,10,1,1,B03,7,11,1,8,2,2,,6,6,1,21,8,B03,120.669816,24.149594,2
2021,3,10,18,20,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,,,B03,120.64037,24.202623,3
2021,3,10,18,25,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,5,,B03,120.671769,24.170603,3
2021,3,10,18,29,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,42,,1,22,,B03,120.619808,24.182496,3
2021,3,10,18,30,臺中市,大雅區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,10,4,5,1,17,19,3,10,1,1,B03,7,1,6,18,2,1,,19,19,1,22,9,B03,120.629026,24.207563,2
2021,3,10,18,30,臺中市,西屯區,0,2,0,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,17,10,2,9,1,1,C03,7,11,1,10,2,14,,10,10,1,21,8,C03,120.661368,24.199705,2
2021,3,10,18,33,臺中市,西屯區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,16,26,2,7,1,1,C03,7,5,1,10,2,14,12,26,26,1,21,8,C03,120.649536,24.19734,2
2021,3,10,18,35,臺中市,梧棲區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,6,,1,,,B12,120.550446,24.249085,3
2021,3,10,18,38,臺中市,大里區,0,2,0,8,3,5,60,4,1,1,5,4,5,7,1,1,10,5,5,2,16,26,2,9,1,1,C03,7,5,6,10,2,12,,26,26,1,22,5,C03,120.674618,24.10283,2
2021,3,10,18,54,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,26,,,,,B03,,,1,,2,,,26,26,1,22,,B03,120.685025,24.165415,3
2021,3,10,18,54,臺中市,太平區,0,2,0,8,2,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,16,2,9,1,1,C03,7,9,1,10,2,11,,16,16,1,18,8,C03,120.714166,24.159166,2
2021,3,10,19,0,臺中市,大肚區,0,1,0,8,3,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,17,23,2,8,1,1,C03,7,9,1,10,2,14,,23,23,1,4,8,C03,120.574561,24.122155,2
2021,3,10,19,10,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,A05,,,1,,2,,,42,,1,,,A05,120.623131,24.149858,3
2021,3,10,19,10,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,A02,,,1,,2,,,23,23,1,21,,A02,120.642041,24.177585,3
2021,3,10,19,13,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,22,,B12,120.694234,24.08223,4
2021,3,10,19,20,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,12,,1,4,,B03,120.65061,24.167023,3
2021,3,10,19,23,臺中市,大肚區,0,1,0,8,3,5,30,3,2,1,5,4,5,7,4,4,10,5,5,2,17,6,3,10,1,1,B12,7,5,1,8,2,15,,6,6,1,22,8,B12,120.580671,24.16844,2
2021,3,10,19,26,臺中市,沙鹿區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,5,,B03,120.574805,24.219221,3
2021,3,10,19,30,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,,,B03,120.694511,24.160448,3
2021,3,10,19,37,臺中市,北區,0,1,0,8,3,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,12,6,3,10,1,1,B03,7,6,1,8,2,5,,6,6,1,22,8,B03,120.683733,24.162773,2
2021,3,10,19,40,臺中市,神岡區,0,0,0,8,,,60,,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,23,,1,,,C03,120.676581,24.241911,3
2021,3,10,19,47,臺中市,太平區,0,1,0,8,3,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,C03,7,5,1,10,2,11,,6,6,1,19,5,C03,120.721283,24.119256,2
2021,3,10,19,50,臺中市,龍井區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,3,1,9,4,5,2,17,19,2,9,1,1,C03,7,9,1,10,2,11,,44,19,1,22,8,C03,120.580715,24.168541,2
2021,3,10,19,55,臺中市,烏日區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,17,,1,21,,B03,120.642941,24.073465,3
2021,3,10,20,0,臺中市,北區,0,1,0,8,3,5,50,11,8,1,5,4,5,7,4,4,1,4,5,2,17,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,5,8,C03,120.684111,24.157028,2
2021,3,10,20,0,臺中市,西屯區,0,1,0,8,3,5,40,14,9,1,5,4,5,7,4,4,5,5,5,2,17,19,3,10,1,1,B03,7,1,1,8,2,7,,19,19,1,22,5,B03,120.64373,24.178577,2
2021,3,10,20,7,臺中市,南屯區,0,1,0,8,3,5,50,14,12,1,5,4,5,7,4,4,5,4,4,2,3,23,3,10,1,1,C03,7,9,1,10,2,11,,23,23,1,22,9,C03,120.637301,24.137373,2
2021,3,10,20,7,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,7,,11,,,23,,1,22,,C03,120.701085,24.100443,3
2021,3,10,20,15,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,6,,1,22,,B03,120.684987,24.165045,3
2021,3,10,20,16,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,6,,,,,B03,,,1,8,1,,,6,6,1,,,B03,120.662359,24.145374,3
2021,3,10,20,17,臺中市,西屯區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,12,,6,6,1,21,8,C03,120.636953,24.167658,2
2021,3,10,20,18,臺中市,南屯區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,3,,,23,,1,22,,B03,120.629272,24.151297,3
2021,3,10,20,52,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,F01,,,8,,2,,,43,,1,22,,F01,120.679758,24.105238,4
2021,3,10,21,0,臺中市,西區,0,1,0,8,3,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,C03,7,5,1,10,2,14,,6,6,1,5,5,C03,120.669135,24.144475,2
2021,3,10,21,3,臺中市,東區,0,1,0,8,3,5,50,4,3,1,5,4,5,7,2,1,5,4,5,2,13,23,3,10,1,1,B03,7,9,1,8,2,5,,23,23,1,21,8,B03,120.687895,24.136566,2
2021,3,10,21,9,臺中市,豐原區,0,1,0,8,3,5,50,4,3,1,5,4,5,7,1,1,10,5,5,2,17,12,3,10,1,1,B03,7,2,1,8,2,8,,12,12,1,22,9,B03,120.728643,24.251024,2
2021,3,10,21,15,臺中市,烏日區,0,1,0,8,1,5,30,11,9,1,5,4,5,7,2,1,10,3,5,1,13,23,3,10,1,1,B03,7,9,1,8,2,8,,23,23,1,23,9,B03,120.616444,24.111662,2
2021,3,10,21,22,臺中市,西屯區,0,1,0,8,3,5,50,14,8,1,5,4,5,7,4,4,5,4,4,2,17,6,2,9,1,1,C03,7,5,1,10,2,12,,6,6,1,21,8,C03,120.654803,24.163968,2
2021,3,10,21,22,臺中市,西屯區,0,0,0,8,,,60,,,,,,,,,,,,,,,,,,,,B02,,,1,,1,,,23,,1,22,,B02,120.647226,24.163963,3
2021,3,10,21,25,臺中市,沙鹿區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,3,,B03,120.56376,24.244545,4
2021,3,10,21,33,臺中市,后里區,0,2,0,8,3,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,16,6,2,9,1,1,C03,7,6,1,10,2,12,,6,6,1,21,8,C03,120.696624,24.313127,2
